spec.name.ORIG,species_new,genus,family
Quercus phillyreoides,Quercus phillyreoides,Quercus,Fagaceae
Quercus polymorpha,Quercus polymorpha,Quercus,Fagaceae
Quercus prinoides,Quercus prinoides,Quercus,Fagaceae
Quercus pubescens,Quercus pubescens,Quercus,Fagaceae
Quercus pumila,Quercus pumila,Quercus,Fagaceae
Quercus pungens,Quercus pungens,Quercus,Fagaceae
Quercus pyrenaica,Quercus pyrenaica,Quercus,Fagaceae
Quercus robur,Quercus robur,Quercus,Fagaceae
Quercus rosacea,Quercus rosacea,Quercus,Fagaceae
Quercus rotundifolia,Quercus rotundifolia,Quercus,Fagaceae
Quercus rubra,Quercus rubra,Quercus,Fagaceae
Quercus rugosa,Quercus rugosa,Quercus,Fagaceae
Quercus salicina,Quercus salicina,Quercus,Fagaceae
Quercus sapotifolia,Quercus sapotifolia,Quercus,Fagaceae
Quercus saulii,Quercus saulii,Quercus,Fagaceae
Quercus scytophylla,Quercus scytophylla,Quercus,Fagaceae
Quercus sebifera,Quercus sebifera,Quercus,Fagaceae
Quercus seemannii,Quercus seemannii,Quercus,Fagaceae
Quercus segoviensis,Quercus segoviensis,Quercus,Fagaceae
Quercus serrata,Quercus serrata,Quercus,Fagaceae
Quercus sessilifolia,Quercus sessilifolia,Quercus,Fagaceae
Quercus shumardii,Quercus shumardii,Quercus,Fagaceae
Quercus similis,Quercus similis,Quercus,Fagaceae
Quercus sinuata,Quercus sinuata,Quercus,Fagaceae
Quercus skinneri,Quercus skinneri,Quercus,Fagaceae
Quercus spinosa,Quercus spinosa,Quercus,Fagaceae
Quercus stellata,Quercus stellata,Quercus,Fagaceae
Quercus stenophylloides,Quercus stenophylloides,Quercus,Fagaceae
Quercus stewardiana,Quercus stewardiana,Quercus,Fagaceae
Quercus streimii,Quercus streimii,Quercus,Fagaceae
Quercus suber,Quercus suber,Quercus,Fagaceae
Quercus subintegra,Quercus subintegra,Quercus,Fagaceae
Quercus tarokoensis,Quercus tarokoensis,Quercus,Fagaceae
Quercus texana,Quercus texana,Quercus,Fagaceae
Quercus toumeyi,Quercus toumeyi,Quercus,Fagaceae
Quercus trabutii,Quercus trabutii,Quercus,Fagaceae
Quercus trojana,Quercus trojana,Quercus,Fagaceae
Quercus turbinella,Quercus turbinella,Quercus,Fagaceae
Quercus variabilis,Quercus variabilis,Quercus,Fagaceae
Quercus velutina,Quercus velutina,Quercus,Fagaceae
Quercus virginiana,Quercus virginiana,Quercus,Fagaceae
Quercus walteriana,Quercus walteriana,Quercus,Fagaceae
Quercus wutaishanica,Quercus wutaishanica,Quercus,Fagaceae
Quetzalia occidentalis,Quetzalia occidentalis,Quetzalia,Celastraceae
Quiina amazonica,Quiina amazonica,Quiina,Ochnaceae
Quiina colonensis,Quiina colonensis,Quiina,Ochnaceae
Quiina cruegeriana,Quiina cruegeriana,Quiina,Ochnaceae
Quiina florida,Quiina florida,Quiina,Ochnaceae
Quiina glaziovii,Quiina glaziovii,Quiina,Ochnaceae
Quiina macrophylla,Quiina macrophylla,Quiina,Ochnaceae
Quiina obovata,Quiina obovata,Quiina,Ochnaceae
Quiina paraensis,Quiina paraensis,Quiina,Ochnaceae
Quiina pteridophylla,Quiina pteridophylla,Quiina,Ochnaceae
Quiina schippii,Quiina schippii,Quiina,Ochnaceae
Quiina zamorensis,Quiina zamorensis,Quiina,Ochnaceae
Quillaja brasiliensis,Quillaja brasiliensis,Quillaja,Quillajaceae
Quillaja saponaria,Quillaja saponaria,Quillaja,Quillajaceae
Quinchamalium chilense,Quinchamalium chilense,Quinchamalium,Schoepfiaceae
Quintinia major,Quintinia major,Quintinia,Paracryphiaceae
Quintinia oreophila,Quintinia oreophila,Quintinia,Paracryphiaceae
Quintinia parviflora,Quintinia parviflora,Quintinia,Paracryphiaceae
Quintinia resinosa,Quintinia resinosa,Quintinia,Paracryphiaceae
Quintinia sieberi,Quintinia sieberi,Quintinia,Paracryphiaceae
Quintinia verdonii,Quintinia verdonii,Quintinia,Paracryphiaceae
Quivisianthe papinae,Quivisianthe papinae,Quivisianthe,Meliaceae
Racosperma abbatianum,Racosperma abbatianum,Racosperma,Fabaceae
Racosperma aneurum,Acacia aneura,Acacia,Fabaceae
Racosperma aulacocarpum,Acacia aulacocarpa,Acacia,Fabaceae
Racosperma baueri,Acacia baueri,Acacia,Fabaceae
Racosperma burdekense,Racosperma burdekense,Racosperma,Fabaceae
Racosperma celsum,Racosperma celsum,Racosperma,Fabaceae
Racosperma clivicola,Racosperma clivicola,Racosperma,Fabaceae
Racosperma coriaceum,Acacia coriacea,Acacia,Fabaceae
Racosperma crispulum,Racosperma crispulum,Racosperma,Fabaceae
Racosperma disparrimum,Racosperma disparrimum,Racosperma,Fabaceae
Racosperma faucium,Racosperma faucium,Racosperma,Fabaceae
Racosperma fodinale,Racosperma fodinale,Racosperma,Fabaceae
Racosperma irroratum,Acacia irrorata,Acacia,Fabaceae
Racosperma juncifolium,Acacia juncifolia,Acacia,Fabaceae
Racosperma midgleyi,Racosperma midgleyi,Racosperma,Fabaceae
Racosperma stipuligerum,Acacia stipuligera,Acacia,Fabaceae
Racosperma subternatum,Racosperma subternatum,Racosperma,Fabaceae
Radermachera sinica,Radermachera sinica,Radermachera,Bignoniaceae
Radermachera xylocarpa,Radermachera xylocarpa,Radermachera,Bignoniaceae
Radiola linoides,Radiola linoides,Radiola,Linaceae
Radlkofera calodendron,Radlkofera calodendron,Radlkofera,Sapindaceae
Raffenaldia primuloides,Raffenaldia primuloides,Raffenaldia,Brassicaceae
Rafnia crassifolia,Rafnia crassifolia,Rafnia,Fabaceae
Rafnia triflora,Rafnia triflora,Rafnia,Fabaceae
Raimondia quinduensis,Raimondia quinduensis,Raimondia,Annonaceae
Ramonda nathaliae,Ramonda nathaliae,Ramonda,Gesneriaceae
Ramonda serbica,Ramonda serbica,Ramonda,Gesneriaceae
Randia aculeata,Randia aculeata,Randia,Rubiaceae
Randia altiscandens,Randia altiscandens,Randia,Rubiaceae
Randia armata,Randia armata,Randia,Rubiaceae
Randia brenesii,Randia brenesii,Randia,Rubiaceae
Randia calycina,Randia calycina,Randia,Rubiaceae
Randia calycosa,Randia calycosa,Randia,Rubiaceae
Randia ferox,Randia ferox,Randia,Rubiaceae
Randia genipoides,Randia genipoides,Randia,Rubiaceae
Randia lasiantha,Randia lasiantha,Randia,Rubiaceae
Randia monantha,Randia monantha,Randia,Rubiaceae
Randia moorei,Randia moorei,Randia,Rubiaceae
Randia schumanniana,Randia schumanniana,Randia,Rubiaceae
Randia thurberi,Randia thurberi,Randia,Rubiaceae
Randia tuberculosa,Randia tuberculosa,Randia,Rubiaceae
Randonia africana,Randonia africana,Randonia,Resedaceae
Ranunculus aberdaricus,Ranunculus aberdaricus,Ranunculus,Ranunculaceae
Ranunculus abortivus,Ranunculus abortivus,Ranunculus,Ranunculaceae
Ranunculus aconitifolius,Ranunculus aconitifolius,Ranunculus,Ranunculaceae
Ranunculus acriformis,Ranunculus acriformis,Ranunculus,Ranunculaceae
Ranunculus acris,Ranunculus acris,Ranunculus,Ranunculaceae
Ranunculus aduncus,Ranunculus aduncus,Ranunculus,Ranunculaceae
Ranunculus alismifolius,Ranunculus alismifolius,Ranunculus,Ranunculaceae
Ranunculus alpestris,Ranunculus alpestris,Ranunculus,Ranunculaceae
Ranunculus amphitrichus,Ranunculus amphitrichus,Ranunculus,Ranunculaceae
Ranunculus amplexicaulis,Ranunculus amplexicaulis,Ranunculus,Ranunculaceae
Ranunculus apenninus,Ranunculus apenninus,Ranunculus,Ranunculaceae
Ranunculus aquatilis,Ranunculus aquatilis,Ranunculus,Ranunculaceae
Ranunculus arvensis,Ranunculus arvensis,Ranunculus,Ranunculaceae
Ranunculus asiaticus,Ranunculus asiaticus,Ranunculus,Ranunculaceae
Ranunculus auricomus,Ranunculus auricomus,Ranunculus,Ranunculaceae
Ranunculus bonariensis,Ranunculus bonariensis,Ranunculus,Ranunculaceae
Ranunculus brotherusii,Ranunculus brotherusii,Ranunculus,Ranunculaceae
Ranunculus brutius,Ranunculus brutius,Ranunculus,Ranunculaceae
Ranunculus bulbosus,Ranunculus bulbosus,Ranunculus,Ranunculaceae
Ranunculus bullatus,Ranunculus bullatus,Ranunculus,Ranunculaceae
Ranunculus cantoniensis,Ranunculus cantoniensis,Ranunculus,Ranunculaceae
Ranunculus carinthiacus,Ranunculus carinthiacus,Ranunculus,Ranunculaceae
Ranunculus carpaticus,Ranunculus carpaticus,Ranunculus,Ranunculaceae
Ranunculus cassubicus,Ranunculus cassubicus,Ranunculus,Ranunculaceae
Ranunculus cheirophyllus,Ranunculus cheirophyllus,Ranunculus,Ranunculaceae
Ranunculus chius,Ranunculus chius,Ranunculus,Ranunculaceae
Ranunculus cicutarius,Ranunculus cicutarius,Ranunculus,Ranunculaceae
Ranunculus circinatus,Ranunculus circinatus,Ranunculus,Ranunculaceae
Ranunculus constantinopolitanus,Ranunculus constantinopolitanus,Ranunculus,Ranunculaceae
Ranunculus cortusifolius,Ranunculus cortusifolius,Ranunculus,Ranunculaceae
Ranunculus crenatus,Ranunculus crenatus,Ranunculus,Ranunculaceae
Ranunculus creticus,Ranunculus creticus,Ranunculus,Ranunculaceae
Ranunculus crucilobus,Ranunculus crucilobus,Ranunculus,Ranunculaceae
Ranunculus crymophilus,Ranunculus crymophilus,Ranunculus,Ranunculaceae
Ranunculus dissectus,Ranunculus dissectus,Ranunculus,Ranunculaceae
Ranunculus elbursensis,Ranunculus elbrusensis,Ranunculus,Ranunculaceae
Ranunculus enysii,Ranunculus enysii,Ranunculus,Ranunculaceae
Ranunculus eriorrhizus,Ranunculus eriorrhizus,Ranunculus,Ranunculaceae
Ranunculus eschscholtzii,Ranunculus eschscholtzii,Ranunculus,Ranunculaceae
Ranunculus fascicularis,Ranunculus fascicularis,Ranunculus,Ranunculaceae
Ranunculus flagelliformis,Ranunculus flagelliformis,Ranunculus,Ranunculaceae
Ranunculus flammula,Ranunculus flammula,Ranunculus,Ranunculaceae
Ranunculus fluitans,Ranunculus fluitans,Ranunculus,Ranunculaceae
Ranunculus fontanus,Ranunculus fontanus,Ranunculus,Ranunculaceae
Ranunculus formosa-montanus,Ranunculus formosa-montanus,Ranunculus,Ranunculaceae
Ranunculus geranioides,Ranunculus geranioides,Ranunculus,Ranunculaceae
Ranunculus glabricaulis,Ranunculus glabricaulis,Ranunculus,Ranunculaceae
Ranunculus glabrifolius,Ranunculus glabrifolius,Ranunculus,Ranunculaceae
Ranunculus gmelinii,Ranunculus gmelinii,Ranunculus,Ranunculaceae
Ranunculus gouanii,Ranunculus gouanii,Ranunculus,Ranunculaceae
Ranunculus gracilipes,Ranunculus gracilipes,Ranunculus,Ranunculaceae
Ranunculus gracilis,Ranunculus gracilis,Ranunculus,Ranunculaceae
Ranunculus gramineus,Ranunculus gramineus,Ranunculus,Ranunculaceae
Ranunculus granatensis,Ranunculus granatensis,Ranunculus,Ranunculaceae
Ranunculus grandifolius,Ranunculus grandifolius,Ranunculus,Ranunculaceae
Ranunculus graniticola,Ranunculus graniticola,Ranunculus,Ranunculaceae
Ranunculus gusmannii,Ranunculus gusmannii,Ranunculus,Ranunculaceae
Ranunculus haastii,Ranunculus haastii,Ranunculus,Ranunculaceae
Ranunculus hederaceus,Ranunculus hederaceus,Ranunculus,Ranunculaceae
Ranunculus hirtus,Ranunculus hirtus,Ranunculus,Ranunculaceae
Ranunculus hispidus,Ranunculus hispidus,Ranunculus,Ranunculaceae
Ranunculus hybridus,Ranunculus hybridus,Ranunculus,Ranunculaceae
Ranunculus hyperboreus,Ranunculus hyperboreus,Ranunculus,Ranunculaceae
Ranunculus illyricus,Ranunculus illyricus,Ranunculus,Ranunculaceae
Ranunculus inamoenus,Ranunculus inamoenus,Ranunculus,Ranunculaceae
Ranunculus insignis,Ranunculus insignis,Ranunculus,Ranunculaceae
Ranunculus inundatus,Ranunculus inundatus,Ranunculus,Ranunculaceae
Ranunculus japonicus,Ranunculus japonicus,Ranunculus,Ranunculaceae
Ranunculus komarovii,Ranunculus komarovii,Ranunculus,Ranunculaceae
Ranunculus krapfia,Ranunculus krapfia,Ranunculus,Ranunculaceae
Ranunculus kuepferi,Ranunculus kuepferi,Ranunculus,Ranunculaceae
Ranunculus laetus,Ranunculus laetus,Ranunculus,Ranunculaceae
Ranunculus lanuginosus,Ranunculus lanuginosus,Ranunculus,Ranunculaceae
Ranunculus lappaceus,Ranunculus lappaceus,Ranunculus,Ranunculaceae
Ranunculus lateriflorus,Ranunculus lateriflorus,Ranunculus,Ranunculaceae
Ranunculus lingua,Ranunculus lingua,Ranunculus,Ranunculaceae
Ranunculus longicaulis,Ranunculus longicaulis,Ranunculus,Ranunculaceae
Ranunculus longipes,Ranunculus longipes,Ranunculus,Ranunculaceae
Ranunculus lyallii,Ranunculus lyallii,Ranunculus,Ranunculaceae
Ranunculus macounii,Ranunculus macounii,Ranunculus,Ranunculaceae
Ranunculus macrophyllus,Ranunculus macrophyllus,Ranunculus,Ranunculaceae
Ranunculus marginatus,Ranunculus marginatus,Ranunculus,Ranunculaceae
Ranunculus marschlinsii,Ranunculus marschlinsii,Ranunculus,Ranunculaceae
Ranunculus membranaceus,Ranunculus membranaceus,Ranunculus,Ranunculaceae
Ranunculus meristus,Ranunculus meristus,Ranunculus,Ranunculaceae
Ranunculus mgounicus,Ranunculus mgounicus,Ranunculus,Ranunculaceae
Ranunculus millefoliatus,Ranunculus millefoliatus,Ranunculus,Ranunculaceae
Ranunculus monophyllus,Ranunculus monophyllus,Ranunculus,Ranunculaceae
Ranunculus monspeliacus,Ranunculus monspeliacus,Ranunculus,Ranunculaceae
Ranunculus montanus,Ranunculus montanus,Ranunculus,Ranunculaceae
Ranunculus multifidus,Ranunculus multifidus,Ranunculus,Ranunculaceae
Ranunculus multiscapus,Ranunculus multiscapus,Ranunculus,Ranunculaceae
Ranunculus muricatus,Ranunculus muricatus,Ranunculus,Ranunculaceae
Ranunculus neapolitanus,Ranunculus neapolitanus,Ranunculus,Ranunculaceae
Ranunculus nivalis,Ranunculus nivalis,Ranunculus,Ranunculaceae
Ranunculus nivicola,Ranunculus nivicola,Ranunculus,Ranunculaceae
Ranunculus nodiflorus,Ranunculus nodiflorus,Ranunculus,Ranunculaceae
Ranunculus nubigenus,Ranunculus nubigenus,Ranunculus,Ranunculaceae
Ranunculus occidentalis,Ranunculus occidentalis,Ranunculus,Ranunculaceae
Ranunculus ololeucos,Ranunculus ololeucos,Ranunculus,Ranunculaceae
Ranunculus omiophyllus,Ranunculus omiophyllus,Ranunculus,Ranunculaceae
Ranunculus ophioglossifolius,Ranunculus ophioglossifolius,Ranunculus,Ranunculaceae
Ranunculus oreophilus,Ranunculus oreophilus,Ranunculus,Ranunculaceae
Ranunculus oreophytus,Ranunculus oreophytus,Ranunculus,Ranunculaceae
Ranunculus oxyspermus,Ranunculus oxyspermus,Ranunculus,Ranunculaceae
Ranunculus paludosus,Ranunculus paludosus,Ranunculus,Ranunculaceae
Ranunculus parnassifolius,Ranunculus parnassifolius,Ranunculus,Ranunculaceae
Ranunculus parviflorus,Ranunculus parviflorus,Ranunculus,Ranunculaceae
Ranunculus pedatifidus,Ranunculus pedatifidus,Ranunculus,Ranunculaceae
Ranunculus pedatus,Ranunculus pedatus,Ranunculus,Ranunculaceae
Ranunculus peduncularis,Ranunculus peduncularis,Ranunculus,Ranunculaceae
Ranunculus peltatus,Ranunculus peltatus,Ranunculus,Ranunculaceae
Ranunculus penicillatus,Ranunculus penicillatus,Ranunculus,Ranunculaceae
Ranunculus pentandrus,Ranunculus pentandrus,Ranunculus,Ranunculaceae
Ranunculus peruvianus,Ranunculus peruvianus,Ranunculus,Ranunculaceae
Ranunculus pinguis,Ranunculus pinguis,Ranunculus,Ranunculaceae
Ranunculus platanifolius,Ranunculus platanifolius,Ranunculus,Ranunculaceae
Ranunculus pollinensis,Ranunculus pollinensis,Ranunculus,Ranunculaceae
Ranunculus polyanthemos,Ranunculus polyanthemos,Ranunculus,Ranunculaceae
Ranunculus polyphyllus,Ranunculus polyphyllus,Ranunculus,Ranunculaceae
Ranunculus polyrhizos,Ranunculus polyrhizos,Ranunculus,Ranunculaceae
Ranunculus praemorsus,Ranunculus praemorsus,Ranunculus,Ranunculaceae
Ranunculus pratensis,Ranunculus pratensis,Ranunculus,Ranunculaceae
Ranunculus pseudomontanus,Ranunculus pseudomontanus,Ranunculus,Ranunculaceae
Ranunculus psilostachys,Ranunculus psilostachys,Ranunculus,Ranunculaceae
Ranunculus pulchellus,Ranunculus pulchellus,Ranunculus,Ranunculaceae
Ranunculus pumilio,Ranunculus pumilio,Ranunculus,Ranunculaceae
Ranunculus pusillus,Ranunculus pusillus,Ranunculus,Ranunculaceae
Ranunculus pygmaeus,Ranunculus pygmaeus,Ranunculus,Ranunculaceae
Ranunculus pyrenaeus,Ranunculus pyrenaeus,Ranunculus,Ranunculaceae
Ranunculus recurvatus,Ranunculus recurvatus,Ranunculus,Ranunculaceae
Ranunculus repens,Ranunculus repens,Ranunculus,Ranunculaceae
Ranunculus reptans,Ranunculus reptans,Ranunculus,Ranunculaceae
Ranunculus revellieri,Ranunculus revellieri,Ranunculus,Ranunculaceae
Ranunculus rigescens,Ranunculus rigescens,Ranunculus,Ranunculaceae
Ranunculus rionii,Ranunculus rionii,Ranunculus,Ranunculaceae
Ranunculus rumelicus,Ranunculus rumelicus,Ranunculus,Ranunculaceae
Ranunculus sandwithii,Ranunculus sandwithii,Ranunculus,Ranunculaceae
Ranunculus sardous,Ranunculus sardous,Ranunculus,Ranunculaceae
Ranunculus sartorianus,Ranunculus sartorianus,Ranunculus,Ranunculaceae
Ranunculus sceleratus,Ranunculus sceleratus,Ranunculus,Ranunculaceae
Ranunculus seguieri,Ranunculus seguieri,Ranunculus,Ranunculaceae
Ranunculus sericeus,Ranunculus sericeus,Ranunculus,Ranunculaceae
Ranunculus sericophyllus,Ranunculus sericophyllus,Ranunculus,Ranunculaceae
Ranunculus serpens,Ranunculus serpens,Ranunculus,Ranunculaceae
Ranunculus sessiliflorus,Ranunculus sessiliflorus,Ranunculus,Ranunculaceae
Ranunculus silvisteppaceus,Ranunculus silvisteppaceus,Ranunculus,Ranunculaceae
Ranunculus spaniophyllus,Ranunculus spaniophyllus,Ranunculus,Ranunculaceae
Ranunculus sprunerianus,Ranunculus sprunerianus,Ranunculus,Ranunculaceae
Ranunculus strigillosus,Ranunculus strigillosus,Ranunculus,Ranunculaceae
Ranunculus strigulosus,Ranunculus strigulosus,Ranunculus,Ranunculaceae
Ranunculus subhomophyllus,Ranunculus subhomophyllus,Ranunculus,Ranunculaceae
Ranunculus sulphureus,Ranunculus sulphureus,Ranunculus,Ranunculaceae
Ranunculus ternatifolius,Ranunculus ternatifolius,Ranunculus,Ranunculaceae
Ranunculus thora,Ranunculus thora,Ranunculus,Ranunculaceae
Ranunculus trichophyllus,Ranunculus trichophyllus,Ranunculus,Ranunculaceae
Ranunculus trilobus,Ranunculus trilobus,Ranunculus,Ranunculaceae
Ranunculus tripartitus,Ranunculus tripartitus,Ranunculus,Ranunculaceae
Ranunculus uncinatus,Ranunculus uncinatus,Ranunculus,Ranunculaceae
Ranunculus undosus,Ranunculus undosus,Ranunculus,Ranunculaceae
Ranunculus velutinus,Ranunculus velutinus,Ranunculus,Ranunculaceae
Ranunculus venetus,Ranunculus venetus,Ranunculus,Ranunculaceae
Ranunculus verticillatus,Ranunculus verticillatus,Ranunculus,Ranunculaceae
Ranunculus volkensii,Ranunculus volkensii,Ranunculus,Ranunculaceae
Ranunculus walo-kochii,Ranunculus walo-kochii,Ranunculus,Ranunculaceae
Raoulia australis,Raoulia australis,Raoulia,Asteraceae
Raoulia bryoides,Raoulia bryoides,Raoulia,Asteraceae
Raoulia buchananii,Raoulia buchananii,Raoulia,Asteraceae
Raoulia glabra,Raoulia glabra,Raoulia,Asteraceae
Raoulia goyenii,Raoulia goyenii,Raoulia,Asteraceae
Raoulia grandiflora,Raoulia grandiflora,Raoulia,Asteraceae
Raoulia haastii,Raoulia haastii,Raoulia,Asteraceae
Raoulia hookeri,Raoulia hookeri,Raoulia,Asteraceae
Raoulia mammillaris,Raoulia mammillaris,Raoulia,Asteraceae
Raoulia monroi,Raoulia monroi,Raoulia,Asteraceae
Raoulia subulata,Raoulia subulata,Raoulia,Asteraceae
Raoulia tenuicaulis,Raoulia tenuicaulis,Raoulia,Asteraceae
Rapanea achradifolia,Rapanea achradifolia,Rapanea,Primulaceae
Rapanea acrantha,Rapanea acrantha,Rapanea,Primulaceae
Rapanea australis,Rapanea australis,Rapanea,Primulaceae
Rapanea divaricata,Rapanea divaricata,Rapanea,Primulaceae
Rapanea macrophylla,Rapanea macrophylla,Rapanea,Primulaceae
Rapanea melanophloeos,Rapanea melanophloeos,Rapanea,Primulaceae
Rapanea nummularia,Rapanea nummularia,Rapanea,Primulaceae
Rapanea porosa,Rapanea porosa,Rapanea,Primulaceae
Rapanea subsessilis,Rapanea subsessilis,Rapanea,Primulaceae
Rapanea urceolata,Rapanea urceolata,Rapanea,Primulaceae
Rapanea variablis,Rapanea variablis,Rapanea,Primulaceae
Raphanus raphanistrum,Raphanus raphanistrum,Raphanus,Brassicaceae
Raphia hookeri,Raphia hookeri,Raphia,Arecaceae
Raphia sudanica,Raphia sudanica,Raphia,Arecaceae
Raphionacme lanceolata,Raphionacme lanceolata,Raphionacme,Apocynaceae
Raphionacme linearis,Raphionacme linearis,Raphionacme,Apocynaceae
Raphionacme splendens,Raphionacme splendens,Raphionacme,Apocynaceae
Raphionacme velutina,Raphionacme velutina,Raphionacme,Apocynaceae
Rapistrum perenne,Rapistrum perenne,Rapistrum,Brassicaceae
Rapistrum rugosum,Rapistrum rugosum,Rapistrum,Brassicaceae
Raputia alba,Raputia alba,Raputia,Rutaceae
Raputia heptaphylla,Raputia heptaphylla,Raputia,Rutaceae
Ratibida columnifera,Ratibida columnifera,Ratibida,Asteraceae
Ratibida pinnata,Ratibida pinnata,Ratibida,Asteraceae
Raukaua anomalus,Raukaua anomalus,Raukaua,Araliaceae
Raukaua laetevirens,Raukaua laetevirens,Raukaua,Araliaceae
Raukaua simplex,Raukaua simplex,Raukaua,Araliaceae
Raulinoreitzia crenulata,Raulinoreitzia crenulata,Raulinoreitzia,Asteraceae
Raulinoreitzia leptophlebia,Raulinoreitzia leptophlebia,Raulinoreitzia,Asteraceae
Raulinoreitzia tremula,Raulinoreitzia tremula,Raulinoreitzia,Asteraceae
Rauvolfia balansae,Rauvolfia balansae,Rauvolfia,Apocynaceae
Rauvolfia mannii,Rauvolfia mannii,Rauvolfia,Apocynaceae
Rauvolfia obtusiflora,Rauvolfia obtusiflora,Rauvolfia,Apocynaceae
Rauvolfia praecox,Rauvolfia praecox,Rauvolfia,Apocynaceae
Rauvolfia purpurascens,Rauvolfia purpurascens,Rauvolfia,Apocynaceae
Rauvolfia sellowii,Rauvolfia sellowii,Rauvolfia,Apocynaceae
Rauvolfia verticillata,Rauvolfia verticillata,Rauvolfia,Apocynaceae
Rauvolfia viridis,Rauvolfia viridis,Rauvolfia,Apocynaceae
Rauvolfia vomitoria,Rauvolfia vomitoria,Rauvolfia,Apocynaceae
Ravenea lakatra,Ravenea lakatra,Ravenea,Arecaceae
Rawsonia lucida,Rawsonia lucida,Rawsonia,Achariaceae
Reaumuria hirtella,Reaumuria hirtella,Reaumuria,Tamaricaceae
Reaumuria soongarica,Reaumuria soongarica,Reaumuria,Tamaricaceae
Reaumuria vermiculata,Reaumuria vermiculata,Reaumuria,Tamaricaceae
Reevesia formosana,Reevesia formosana,Reevesia,Malvaceae
Reichardia gaditana,Reichardia gaditana,Reichardia,Asteraceae
Reichardia picroides,Reichardia picroides,Reichardia,Asteraceae
Reichardia tingitana,Reichardia tingitana,Reichardia,Asteraceae
Reinwardtiodendron cinereum,Reinwardtiodendron cinereum,Reinwardtiodendron,Meliaceae
Reissantia buchananii,Reissantia buchananii,Reissantia,Celastraceae
Reissantia parviflora,Reissantia parviflora,Reissantia,Celastraceae
Relchela panicoides,Relchela panicoides,Relchela,Poaceae
Remijia chelomaphylla,Remijia chelomaphylla,Remijia,Rubiaceae
Remijia tenuiflora,Remijia tenuiflora,Remijia,Rubiaceae
Remirea maritima,Remirea maritima,Remirea,Cyperaceae
Requienia pseudosphaerosperma,Requienia pseudosphaerosperma,Requienia,Fabaceae
Requienia sphaerosperma,Requienia sphaerosperma,Requienia,Fabaceae
Reseda alba,Reseda alba,Reseda,Resedaceae
Reseda arabica,Reseda arabica,Reseda,Resedaceae
Reseda battandieri,Reseda battandieri,Reseda,Resedaceae
Reseda decursiva,Reseda decursiva,Reseda,Resedaceae
Reseda diffusa,Reseda diffusa,Reseda,Resedaceae
Reseda glauca,Reseda glauca,Reseda,Resedaceae
Reseda lutea,Reseda lutea,Reseda,Resedaceae
Reseda luteola,Reseda luteola,Reseda,Resedaceae
Reseda muricata,Reseda muricata,Reseda,Resedaceae
